日期,辐照度_0,风速_0,风向_0,温度_0,湿度_0,气压_0,辐照度_1,风速_1,风向_1,温度_1,湿度_1,气压_1,辐照度_2,风速_2,风向_2,温度_2,湿度_2,气压_2,辐照度_3,风速_3,风向_3,温度_3,湿度_3,气压_3,辐照度_4,风速_4,风向_4,温度_4,湿度_4,气压_4,辐照度_5,风速_5,风向_5,温度_5,湿度_5,气压_5,辐照度_6,风速_6,风向_6,温度_6,湿度_6,气压_6,辐照度_7,风速_7,风向_7,温度_7,湿度_7,气压_7,belong,电场实际太阳辐射指数
1785.0,0.0,12.9,265.0,6.9,14.0,69300.0,0.0,10.1,267.0,3.9,16.0,69400.0,35.0,9.0,259.0,4.1,16.0,69600.0,305.0,9.8,267.0,5.3,30.0,69800.0,551.0,8.0,275.0,7.1,29.0,69600.0,416.0,6.0,294.0,10.2,19.0,69200.0,13.0,7.7,325.0,8.2,16.0,69200.0,0.0,4.3,265.0,5.1,22.0,69400.0,0,0.17566932557475598
1786.0,0.0,3.8,238.0,3.5,33.0,69300.0,0.0,4.3,242.0,2.7,34.0,69300.0,69.0,3.2,266.0,1.5,32.0,69400.0,673.0,0.7,352.0,7.9,20.0,69500.0,955.0,3.3,349.0,12.1,14.0,69200.0,612.0,2.8,319.0,13.1,13.0,69000.0,22.0,3.4,333.0,11.0,13.0,69000.0,0.0,3.4,88.0,7.1,23.0,69200.0,0,0.430233358702724
1787.0,0.0,1.0,163.0,5.1,28.0,69000.0,0.0,2.5,180.0,4.0,28.0,68900.0,78.0,4.7,269.0,2.1,24.0,69100.0,637.0,10.3,277.0,7.4,16.0,69300.0,858.0,8.3,284.0,11.2,14.0,69100.0,543.0,7.5,280.0,12.6,12.0,69000.0,21.0,5.4,298.0,10.4,14.0,69000.0,0.0,4.4,200.0,6.3,20.0,69200.0,0,0.23623298600015302
1788.0,0.0,5.4,167.0,2.1,18.0,69000.0,0.0,6.3,185.0,3.7,11.0,68700.0,80.0,4.3,183.0,3.0,12.0,68800.0,660.0,1.1,95.0,12.3,8.0,68700.0,958.0,2.6,249.0,16.7,6.0,68400.0,580.0,4.5,228.0,18.2,7.0,68100.0,18.0,4.7,193.0,15.4,12.0,68200.0,0.0,9.1,193.0,12.2,17.0,68300.0,0,0.47652000998086796
1789.0,0.0,6.7,194.0,7.7,21.0,68400.0,0.0,9.1,203.0,9.2,20.0,68300.0,85.0,4.3,219.0,6.5,21.0,68500.0,684.0,3.9,318.0,12.5,14.0,68700.0,973.0,2.7,347.0,16.3,11.0,68500.0,604.0,2.2,357.0,18.6,9.0,68200.0,22.0,3.7,135.0,17.5,11.0,68100.0,0.0,7.7,187.0,14.1,16.0,68200.0,0,0.450879288428802
1790.0,0.0,6.6,182.0,12.8,21.0,68100.0,0.0,7.5,279.0,5.2,35.0,68400.0,66.0,5.6,270.0,2.9,32.0,68800.0,570.0,3.7,294.0,8.4,21.0,68900.0,863.0,3.6,300.0,13.5,15.0,68700.0,541.0,3.6,302.0,15.8,14.0,68400.0,20.0,0.1,225.0,14.2,13.0,68500.0,0.0,1.6,27.0,12.8,17.0,68800.0,0,0.0
1791.0,0.0,5.3,276.0,8.8,22.0,68700.0,0.0,6.2,276.0,5.2,35.0,68900.0,79.0,7.9,270.0,2.1,44.0,69200.0,664.0,6.8,286.0,5.7,33.0,69300.0,958.0,5.2,293.0,10.3,24.0,69000.0,583.0,5.4,287.0,12.9,21.0,68800.0,21.0,4.3,332.0,11.0,23.0,68900.0,0.0,3.9,300.0,7.8,31.0,69200.0,0,0.0
1792.0,0.0,7.7,261.0,4.7,40.0,69200.0,0.0,6.9,266.0,1.5,51.0,69300.0,68.0,6.6,267.0,0.7,50.0,69400.0,532.0,8.3,281.0,3.9,37.0,69500.0,670.0,8.6,283.0,7.2,31.0,69200.0,381.0,7.8,286.0,8.4,29.0,69000.0,13.0,7.7,280.0,7.5,27.0,69100.0,0.0,9.5,275.0,4.4,38.0,69500.0,0,0.0
1793.0,0.0,9.7,273.0,0.6,46.0,69700.0,0.0,6.4,272.0,-1.6,50.0,69600.0,92.0,6.0,247.0,-2.3,50.0,69900.0,624.0,6.1,275.0,2.5,31.0,69800.0,782.0,6.4,296.0,6.4,20.0,69500.0,433.0,7.3,313.0,7.0,17.0,69200.0,17.0,5.3,320.0,6.1,16.0,69400.0,0.0,4.3,246.0,4.2,19.0,69500.0,0,0.0
1794.0,0.0,9.6,264.0,1.0,33.0,69800.0,0.0,6.2,257.0,-1.4,44.0,69800.0,103.0,5.6,264.0,-2.1,51.0,70100.0,680.0,5.0,298.0,2.5,36.0,70100.0,915.0,5.5,304.0,5.6,26.0,69900.0,556.0,6.4,293.0,6.7,20.0,69700.0,22.0,3.8,320.0,5.4,16.0,69700.0,0.0,0.9,201.0,2.3,22.0,69900.0,0,0.0
1795.0,0.0,5.1,280.0,-1.6,27.0,70100.0,0.0,3.5,270.0,-3.4,27.0,70100.0,102.0,2.2,265.0,-2.9,25.0,70200.0,644.0,0.8,293.0,3.5,17.0,70200.0,888.0,7.7,290.0,8.7,10.0,70000.0,521.0,9.2,292.0,9.7,10.0,69800.0,22.0,7.4,323.0,7.1,15.0,69900.0,0.0,2.2,202.0,3.2,26.0,70100.0,0,0.426259108279752
1796.0,0.0,4.1,165.0,0.1,27.0,70000.0,0.0,1.2,175.0,-1.7,23.0,69800.0,117.0,1.4,214.0,-1.8,16.0,69800.0,743.0,2.9,301.0,7.4,9.0,69800.0,988.0,8.5,282.0,12.0,7.0,69500.0,613.0,9.4,270.0,12.9,6.0,69100.0,29.0,7.5,293.0,11.3,7.0,69000.0,0.0,1.3,309.0,10.1,19.0,69100.0,0,0.41330671445734
1797.0,0.0,1.7,80.0,7.1,18.0,68900.0,0.0,0.7,0.0,6.7,20.0,68900.0,89.0,4.6,290.0,3.7,24.0,69300.0,560.0,6.9,276.0,8.6,17.0,69500.0,715.0,6.3,290.0,11.2,17.0,69400.0,426.0,5.3,319.0,11.5,19.0,69200.0,22.0,7.1,318.0,9.1,28.0,69400.0,0.0,6.5,297.0,4.5,53.0,69800.0,0,0.554146255536142
1798.0,0.0,5.5,294.0,3.0,51.0,69800.0,0.0,4.4,278.0,0.7,65.0,69800.0,75.0,3.2,268.0,-0.7,68.0,70100.0,467.0,1.7,339.0,2.5,47.0,70200.0,709.0,2.9,316.0,6.0,30.0,69900.0,415.0,4.3,306.0,6.7,25.0,69800.0,19.0,5.3,316.0,4.8,28.0,69900.0,0.0,5.5,230.0,2.9,36.0,70100.0,0,0.733965174358789
1799.0,0.0,9.5,268.0,1.2,30.0,70600.0,0.0,7.8,263.0,-1.1,32.0,70600.0,118.0,4.0,267.0,-1.8,31.0,70800.0,718.0,3.4,294.0,3.0,24.0,70900.0,936.0,7.4,291.0,7.7,14.0,70700.0,628.0,8.3,293.0,9.1,11.0,70400.0,54.0,5.7,276.0,7.2,11.0,70400.0,0.0,3.4,214.0,3.0,18.0,70500.0,0,0.40888034715581395
1800.0,0.0,4.5,208.0,0.4,14.0,70300.0,0.0,3.8,237.0,0.8,13.0,70100.0,123.0,0.5,323.0,3.1,13.0,70200.0,673.0,3.0,327.0,11.3,12.0,70200.0,919.0,5.2,288.0,15.7,14.0,70000.0,647.0,5.5,284.0,17.2,16.0,69600.0,54.0,3.8,312.0,15.0,28.0,69500.0,0.0,1.9,183.0,9.8,34.0,69600.0,0,0.137673801788971
1801.0,0.0,3.0,201.0,6.4,34.0,69500.0,0.0,3.7,229.0,6.0,31.0,69300.0,130.0,3.2,235.0,6.9,26.0,69400.0,741.0,3.8,307.0,16.4,15.0,69300.0,982.0,6.8,292.0,19.8,12.0,69000.0,594.0,8.6,292.0,19.5,11.0,68700.0,34.0,8.0,308.0,17.8,12.0,68700.0,0.0,7.8,283.0,12.5,22.0,69400.0,0,0.431044255180413
1802.0,0.0,10.2,293.0,8.2,40.0,69700.0,0.0,5.5,213.0,4.7,55.0,69700.0,112.0,3.0,262.0,4.1,56.0,69700.0,698.0,3.5,311.0,6.5,45.0,69700.0,942.0,6.1,298.0,10.8,35.0,69500.0,526.0,9.0,299.0,11.9,27.0,69300.0,44.0,7.9,318.0,9.7,30.0,69400.0,0.0,7.0,272.0,7.2,19.0,69900.0,0,0.5774186443841021
1803.0,0.0,7.9,271.0,6.5,17.0,69800.0,0.0,6.2,256.0,3.2,22.0,69700.0,92.0,5.4,265.0,3.4,20.0,69900.0,631.0,4.6,290.0,6.4,13.0,69900.0,996.0,3.6,312.0,9.7,17.0,69700.0,647.0,4.8,301.0,11.7,17.0,69400.0,53.0,5.4,304.0,9.8,20.0,69500.0,0.0,4.8,303.0,6.5,28.0,69800.0,0,0.308608347557918
1804.0,0.0,5.9,272.0,5.4,39.0,69900.0,0.0,6.2,258.0,2.6,57.0,70000.0,130.0,2.3,255.0,2.0,53.0,70100.0,752.0,2.1,315.0,6.7,31.0,70000.0,1026.0,5.8,301.0,11.7,18.0,69700.0,673.0,6.8,299.0,13.7,9.0,69500.0,57.0,3.6,336.0,11.4,15.0,69400.0,0.0,3.9,72.0,7.1,25.0,69600.0,0,0.341361170266013
1805.0,0.0,1.8,128.0,4.0,30.0,69400.0,0.0,1.1,202.0,3.3,23.0,69300.0,115.0,4.4,282.0,3.0,24.0,69600.0,664.0,3.4,300.0,9.6,17.0,69700.0,982.0,4.7,302.0,13.8,13.0,69400.0,664.0,6.4,307.0,15.6,11.0,69200.0,57.0,4.4,323.0,13.3,14.0,69300.0,0.0,0.4,34.0,10.9,24.0,69400.0,0,0.390295559330255
1806.0,0.0,1.4,219.0,6.0,28.0,69400.0,0.0,1.0,135.0,3.7,26.0,69300.0,146.0,2.0,105.0,4.7,19.0,69300.0,765.0,3.0,49.0,14.0,12.0,69300.0,1013.0,2.9,10.0,17.5,9.0,69000.0,596.0,3.7,346.0,18.4,9.0,68700.0,47.0,2.9,329.0,16.4,11.0,68700.0,0.0,2.1,337.0,13.4,18.0,69000.0,0,0.24614183650533802
1807.0,0.0,7.0,269.0,11.4,16.0,69100.0,0.0,10.5,267.0,7.5,25.0,69300.0,118.0,9.8,260.0,6.4,24.0,69700.0,595.0,9.0,281.0,9.3,24.0,69900.0,758.0,9.4,296.0,12.4,21.0,69600.0,380.0,8.5,303.0,13.0,19.0,69400.0,31.0,6.6,306.0,11.8,21.0,69500.0,0.0,5.4,303.0,8.1,32.0,69800.0,0,0.873406021922639
1808.0,0.0,7.4,264.0,6.4,36.0,69800.0,0.0,6.8,260.0,3.3,50.0,69800.0,114.0,5.6,254.0,3.8,49.0,69900.0,649.0,6.0,281.0,7.7,34.0,69900.0,777.0,4.2,329.0,11.4,24.0,69500.0,366.0,3.4,330.0,11.9,23.0,69300.0,30.0,6.5,317.0,9.9,27.0,69500.0,0.0,5.8,240.0,7.9,39.0,69800.0,0,0.393967029493865
1809.0,0.0,9.8,263.0,6.4,33.0,69800.0,0.0,8.0,268.0,4.4,31.0,69800.0,118.0,8.2,270.0,3.6,30.0,70000.0,674.0,8.7,283.0,7.1,20.0,70100.0,977.0,5.5,295.0,10.6,14.0,69800.0,647.0,4.2,300.0,12.1,14.0,69600.0,68.0,4.3,347.0,10.7,15.0,69600.0,0.0,1.0,315.0,8.6,17.0,69800.0,0,0.447483813872027
1810.0,0.0,1.1,236.0,3.8,28.0,69700.0,0.0,2.0,96.0,1.4,35.0,69700.0,155.0,0.0,0.0,2.0,32.0,69900.0,769.0,3.2,304.0,7.8,18.0,69900.0,995.0,3.7,311.0,12.5,11.0,69700.0,637.0,4.0,318.0,13.6,11.0,69400.0,69.0,4.8,313.0,12.3,13.0,69500.0,0.0,1.5,250.0,9.1,18.0,69700.0,0,0.197573106338212
1811.0,0.0,1.1,270.0,5.4,24.0,69700.0,0.0,9.6,261.0,4.1,28.0,69800.0,161.0,7.9,257.0,4.5,24.0,70000.0,776.0,7.6,281.0,9.9,18.0,70000.0,1032.0,3.8,310.0,12.6,16.0,69700.0,638.0,3.8,331.0,14.1,13.0,69300.0,63.0,0.9,243.0,12.8,13.0,69300.0,0.0,1.7,320.0,10.5,19.0,69500.0,0,0.270327722305272
1812.0,0.0,1.1,52.0,8.6,23.0,69500.0,0.0,1.8,177.0,4.3,28.0,69400.0,158.0,8.4,274.0,4.8,26.0,69600.0,772.0,6.8,285.0,10.1,20.0,69600.0,1015.0,4.9,306.0,14.0,14.0,69300.0,591.0,5.7,318.0,15.5,11.0,69100.0,50.0,7.9,312.0,13.2,15.0,69300.0,0.0,6.5,326.0,10.6,12.0,69600.0,0,0.5507784308503391
1813.0,0.0,5.5,262.0,6.4,13.0,69600.0,0.0,6.8,254.0,3.1,22.0,69600.0,167.0,1.3,257.0,3.6,18.0,69600.0,790.0,1.5,16.0,9.7,14.0,69500.0,1050.0,4.1,317.0,15.3,10.0,69200.0,691.0,5.0,327.0,17.4,6.0,68900.0,74.0,2.3,49.0,15.3,7.0,68800.0,0.0,5.6,89.0,11.3,11.0,68900.0,0,0.24038956082939397
1814.0,0.0,1.8,158.0,8.9,16.0,68700.0,0.0,5.1,279.0,7.2,22.0,68700.0,169.0,6.5,264.0,7.2,20.0,68900.0,703.0,9.2,287.0,12.0,15.0,68900.0,782.0,9.1,285.0,12.9,15.0,68900.0,459.0,6.6,291.0,15.0,15.0,68600.0,43.0,10.3,298.0,11.3,31.0,68800.0,0.0,13.1,268.0,6.3,49.0,69500.0,0,0.395601560625962
1815.0,0.0,12.6,250.0,3.2,50.0,70000.0,0.0,4.4,242.0,2.6,44.0,69900.0,125.0,0.8,270.0,2.9,40.0,69900.0,650.0,2.3,0.0,6.8,21.0,69900.0,967.0,4.4,333.0,10.4,14.0,69700.0,552.0,7.6,301.0,12.3,11.0,69500.0,54.0,4.9,256.0,10.6,11.0,69500.0,0.0,2.7,268.0,6.8,13.0,69800.0,0,0.324834295299542
1816.0,0.0,5.3,280.0,2.3,30.0,70300.0,0.0,5.0,269.0,-0.6,35.0,70400.0,140.0,2.1,305.0,0.5,32.0,70600.0,685.0,5.0,308.0,3.8,30.0,70800.0,918.0,5.5,308.0,6.8,23.0,70500.0,607.0,4.3,322.0,7.9,18.0,70100.0,74.0,1.2,194.0,6.7,20.0,70100.0,0.0,0.2,0.0,5.5,32.0,70100.0,0,0.699520737920325
1817.0,0.0,1.3,180.0,1.2,28.0,69900.0,0.0,1.0,331.0,0.3,21.0,69800.0,183.0,6.0,267.0,0.4,20.0,70100.0,808.0,3.6,308.0,5.9,16.0,70100.0,1062.0,3.0,319.0,10.1,12.0,69800.0,664.0,4.3,326.0,12.1,9.0,69600.0,69.0,4.3,336.0,10.6,8.0,69600.0,0.0,2.3,85.0,6.9,22.0,69800.0,0,0.385740530985218
1818.0,0.0,1.0,37.0,6.5,15.0,70000.0,0.0,5.9,276.0,3.6,19.0,70000.0,121.0,5.2,258.0,3.3,24.0,70200.0,661.0,3.2,286.0,6.7,19.0,70200.0,933.0,3.0,314.0,10.1,13.0,70000.0,634.0,3.4,332.0,11.5,11.0,69700.0,82.0,2.0,342.0,10.3,10.0,69700.0,0.0,0.5,323.0,8.4,15.0,69900.0,0,0.410939129002799
1819.0,0.0,2.7,222.0,3.2,22.0,69900.0,0.0,6.5,275.0,2.4,23.0,69900.0,165.0,6.7,263.0,3.8,18.0,70100.0,675.0,5.7,292.0,8.1,12.0,70100.0,725.0,4.6,331.0,9.5,19.0,70000.0,334.0,5.0,289.0,6.9,34.0,70000.0,44.0,4.2,207.0,6.9,33.0,70000.0,0.0,5.0,236.0,5.7,32.0,70100.0,0,0.5924562227244909
1820.0,0.0,6.6,209.0,3.3,34.0,70200.0,0.0,5.0,226.0,1.0,36.0,70100.0,188.0,2.0,255.0,3.1,28.0,70200.0,793.0,1.3,315.0,10.1,15.0,70100.0,881.0,7.7,287.0,14.3,7.0,69900.0,544.0,6.5,288.0,14.3,10.0,69700.0,88.0,7.0,272.0,13.5,14.0,69600.0,0.0,3.6,284.0,9.0,23.0,69800.0,0,0.476662804649402
1821.0,0.0,2.1,208.0,6.5,23.0,69700.0,0.0,2.9,6.0,8.8,21.0,69700.0,177.0,2.7,280.0,7.7,26.0,69800.0,739.0,4.2,303.0,13.4,15.0,69900.0,963.0,6.8,306.0,16.2,14.0,69800.0,659.0,5.7,314.0,17.3,14.0,69500.0,82.0,5.0,307.0,16.1,15.0,69400.0,0.0,3.5,333.0,12.4,26.0,69700.0,0,0.6199727077331461
1822.0,0.0,3.8,178.0,8.3,43.0,69700.0,0.0,0.6,279.0,5.9,42.0,69600.0,175.0,1.4,258.0,7.3,35.0,69700.0,766.0,1.3,328.0,12.5,23.0,69700.0,1009.0,3.8,315.0,17.2,16.0,69500.0,654.0,4.6,328.0,18.5,14.0,69200.0,81.0,8.2,330.0,16.4,17.0,69300.0,0.0,7.7,287.0,13.4,26.0,69800.0,0,0.265403717950559
1823.0,0.0,9.2,292.0,9.7,30.0,70000.0,0.0,7.0,263.0,6.9,47.0,70000.0,105.0,5.6,260.0,6.9,46.0,70200.0,626.0,7.7,269.0,10.5,25.0,70300.0,985.0,7.4,282.0,13.9,18.0,70100.0,678.0,7.4,303.0,17.2,12.0,69800.0,90.0,7.7,317.0,14.4,13.0,69900.0,0.0,4.7,272.0,10.4,20.0,70200.0,0,0.538778338613747
1824.0,0.0,8.3,262.0,8.4,16.0,70200.0,0.0,7.5,264.0,5.2,21.0,70400.0,194.0,5.2,253.0,6.6,20.0,70500.0,805.0,3.4,302.0,11.8,14.0,70500.0,1052.0,4.3,321.0,15.3,12.0,70200.0,703.0,5.1,322.0,16.6,8.0,70000.0,99.0,3.1,329.0,15.0,8.0,70000.0,0.0,0.2,90.0,12.0,11.0,70100.0,0,0.188407129370149
1825.0,0.0,1.3,157.0,7.6,15.0,70000.0,0.0,1.1,131.0,6.3,15.0,69900.0,197.0,0.1,135.0,8.3,12.0,70000.0,808.0,2.1,0.0,16.1,7.0,70000.0,1031.0,3.4,315.0,19.4,7.0,69700.0,563.0,4.2,317.0,20.3,7.0,69400.0,58.0,6.4,303.0,18.3,9.0,69400.0,0.0,4.1,298.0,15.8,10.0,69700.0,0,0.29214432221762204
1826.0,0.0,9.9,275.0,12.0,12.0,70000.0,0.0,8.6,279.0,9.2,25.0,70100.0,97.0,8.2,295.0,6.7,47.0,70400.0,520.0,8.4,245.0,7.5,49.0,70500.0,903.0,10.0,284.0,12.5,25.0,70200.0,555.0,10.1,296.0,14.3,15.0,69900.0,78.0,7.4,323.0,12.4,17.0,70000.0,0.0,5.6,297.0,8.3,23.0,70400.0,0,0.8145482285083571
1827.0,0.0,6.3,263.0,6.4,21.0,70400.0,0.0,4.5,260.0,3.1,26.0,70200.0,189.0,4.2,262.0,5.3,19.0,70300.0,784.0,4.1,292.0,10.0,17.0,70300.0,948.0,8.5,300.0,13.3,13.0,70100.0,591.0,9.0,305.0,13.7,11.0,69800.0,92.0,6.0,323.0,12.3,11.0,69800.0,0.0,3.7,254.0,9.0,21.0,70000.0,0,0.41091974734349296
1828.0,0.0,6.5,265.0,6.3,28.0,70000.0,0.0,7.6,265.0,4.5,30.0,70000.0,201.0,4.2,266.0,5.3,24.0,70100.0,810.0,3.0,307.0,10.2,19.0,70000.0,1045.0,6.1,286.0,14.4,12.0,69800.0,679.0,8.4,290.0,15.7,7.0,69500.0,96.0,9.5,315.0,13.4,9.0,69600.0,0.0,5.1,195.0,9.1,21.0,69800.0,0,0.352977814372377
1829.0,0.0,3.7,214.0,5.2,20.0,69700.0,0.0,3.1,228.0,3.2,21.0,69600.0,208.0,1.4,107.0,5.5,14.0,69800.0,825.0,2.8,55.0,13.0,9.0,69700.0,1073.0,1.9,354.0,16.0,7.0,69500.0,720.0,3.1,333.0,17.3,5.0,69200.0,107.0,4.2,329.0,15.4,5.0,69200.0,0.0,3.6,120.0,11.2,14.0,69300.0,0,0.363511036738685
1830.0,0.0,2.6,167.0,7.5,18.0,69200.0,0.0,0.4,333.0,6.3,16.0,69200.0,210.0,4.1,254.0,7.3,14.0,69400.0,824.0,6.3,279.0,13.9,8.0,69400.0,1069.0,4.0,315.0,17.7,7.0,69200.0,715.0,4.6,328.0,18.9,6.0,68900.0,107.0,6.0,326.0,17.1,7.0,69000.0,0.0,2.9,288.0,12.3,11.0,69300.0,0,0.25174661546314003
1831.0,0.0,4.0,213.0,7.9,16.0,69300.0,0.0,3.3,198.0,5.5,17.0,69300.0,210.0,1.0,156.0,8.4,12.0,69500.0,824.0,1.6,22.0,16.5,7.0,69500.0,1069.0,3.0,21.0,19.8,5.0,69300.0,716.0,3.3,29.0,21.0,5.0,69000.0,112.0,3.9,60.0,19.5,6.0,69000.0,0.0,4.7,96.0,15.4,9.0,69100.0,0,0.5470277729937469
1832.0,0.0,5.0,189.0,12.3,12.0,68900.0,0.0,1.2,194.0,10.8,9.0,68700.0,192.0,4.1,257.0,10.6,12.0,68900.0,738.0,8.1,280.0,15.8,8.0,69000.0,806.0,7.8,286.0,20.2,8.0,68800.0,410.0,7.9,270.0,19.1,11.0,68800.0,73.0,6.1,188.0,18.5,14.0,68800.0,0.0,4.3,205.0,13.8,22.0,69000.0,0,0.8076078616087459
1833.0,0.0,2.7,211.0,10.6,23.0,69100.0,0.0,10.3,264.0,10.5,22.0,69300.0,202.0,8.6,263.0,12.1,21.0,69500.0,779.0,6.1,279.0,17.1,16.0,69500.0,932.0,4.7,328.0,20.6,11.0,69200.0,480.0,3.3,319.0,21.1,11.0,68900.0,56.0,2.8,293.0,19.3,13.0,68900.0,0.0,7.7,282.0,17.0,17.0,69100.0,0,0.40279446143661995
1834.0,0.0,9.7,260.0,12.6,18.0,69300.0,0.0,9.5,265.0,10.9,20.0,69300.0,166.0,9.9,272.0,10.7,21.0,69600.0,607.0,10.5,289.0,12.9,26.0,69800.0,645.0,7.8,298.0,13.5,27.0,69700.0,370.0,7.8,298.0,14.9,25.0,69500.0,56.0,7.6,285.0,13.7,29.0,69700.0,0.0,5.9,259.0,10.8,42.0,69900.0,0,0.757855296406963
1835.0,0.0,6.4,282.0,8.2,48.0,70000.0,0.0,4.7,255.0,5.9,51.0,70000.0,209.0,2.6,268.0,7.5,42.0,70100.0,805.0,1.9,21.0,12.6,27.0,70000.0,1030.0,2.9,25.0,16.8,20.0,69700.0,687.0,3.2,0.0,19.0,14.0,69500.0,111.0,3.4,27.0,17.5,12.0,69400.0,0.0,2.4,75.0,14.0,16.0,69600.0,0,0.21486051423051603
1836.0,0.0,2.1,104.0,10.8,20.0,69400.0,0.0,1.5,143.0,8.9,21.0,69300.0,187.0,1.0,264.0,11.0,20.0,69400.0,773.0,8.7,281.0,14.7,13.0,69600.0,968.0,9.5,288.0,18.9,9.0,69400.0,533.0,8.9,300.0,20.5,9.0,69300.0,74.0,8.5,305.0,17.0,13.0,69500.0,0.0,3.4,322.0,13.0,18.0,69800.0,0,0.298655840481383
1837.0,0.0,8.8,270.0,10.7,22.0,69800.0,0.0,9.5,260.0,8.3,22.0,70000.0,203.0,6.4,259.0,9.4,20.0,70100.0,777.0,5.2,294.0,12.9,18.0,70200.0,997.0,8.0,285.0,16.9,10.0,69900.0,622.0,11.0,294.0,17.7,10.0,69700.0,103.0,8.6,315.0,15.4,13.0,69800.0,0.0,6.4,266.0,11.9,19.0,70100.0,0,0.23408024951485998
1838.0,0.0,5.8,270.0,9.5,22.0,70100.0,0.0,6.5,270.0,6.1,26.0,70100.0,219.0,4.8,271.0,7.9,20.0,70300.0,823.0,4.8,290.0,14.3,14.0,70200.0,1070.0,5.2,305.0,17.9,8.0,69900.0,727.0,6.0,313.0,19.6,5.0,69600.0,123.0,5.2,319.0,18.0,6.0,69600.0,0.0,1.9,295.0,14.2,8.0,69700.0,0,0.434958091503409
1839.0,0.0,3.6,233.0,9.2,12.0,69700.0,0.0,0.8,166.0,6.9,14.0,69600.0,223.0,0.6,180.0,9.3,12.0,69700.0,837.0,2.2,36.0,16.5,8.0,69700.0,1081.0,3.1,2.0,20.6,4.0,69500.0,734.0,3.0,27.0,21.6,4.0,69200.0,125.0,3.5,51.0,20.1,3.0,69200.0,0.0,1.8,119.0,15.7,5.0,69400.0,0,0.16553194089413
1840.0,0.0,3.8,143.0,10.6,8.0,69200.0,0.0,2.4,213.0,10.0,9.0,69200.0,179.0,0.8,140.0,10.8,10.0,69300.0,641.0,4.0,282.0,15.9,6.0,69400.0,739.0,1.2,24.0,19.2,5.0,69100.0,524.0,4.3,53.0,22.7,3.0,68700.0,103.0,9.3,71.0,21.3,4.0,68700.0,0.0,9.8,96.0,18.6,8.0,68900.0,0,0.400027778539459
1841.0,0.0,3.3,173.0,14.1,31.0,69000.0,0.0,7.5,274.0,13.1,25.0,69100.0,170.0,9.3,269.0,13.1,16.0,69300.0,688.0,12.2,275.0,16.3,14.0,69400.0,875.0,8.0,302.0,20.6,13.0,69200.0,526.0,5.5,4.0,21.1,12.0,69000.0,84.0,5.4,24.0,19.6,16.0,69000.0,0.0,7.3,113.0,17.1,21.0,69300.0,0,1.0
1842.0,0.0,5.5,107.0,14.5,29.0,69300.0,0.0,2.2,51.0,12.4,33.0,69400.0,176.0,1.1,146.0,12.4,30.0,69600.0,654.0,8.6,290.0,16.5,24.0,69700.0,802.0,5.5,326.0,18.0,23.0,69500.0,560.0,3.3,317.0,18.8,23.0,69300.0,90.0,2.8,272.0,18.0,25.0,69300.0,0.0,2.5,259.0,16.2,30.0,69500.0,0,0.385611752277174
1843.0,0.0,2.3,209.0,14.5,29.0,69400.0,0.0,2.0,24.0,13.2,33.0,69300.0,185.0,5.4,258.0,12.9,28.0,69500.0,628.0,6.3,288.0,16.9,22.0,69500.0,623.0,3.6,284.0,18.8,19.0,69200.0,316.0,3.4,298.0,19.0,20.0,68900.0,44.0,3.5,297.0,18.1,22.0,69000.0,0.0,4.6,0.0,15.8,30.0,69300.0,0,0.3380595769093811
1844.0,0.0,5.0,239.0,15.0,27.0,69100.0,0.0,5.8,198.0,13.7,32.0,69100.0,99.0,4.8,290.0,13.4,31.0,69300.0,423.0,2.8,222.0,14.0,31.0,69500.0,610.0,4.0,314.0,17.5,24.0,69300.0,461.0,0.8,90.0,17.9,24.0,69000.0,91.0,7.0,73.0,17.5,28.0,68900.0,0.0,6.8,98.0,15.2,39.0,69100.0,0,0.7928957208186971
1845.0,0.0,4.8,90.0,9.6,71.0,69200.0,0.0,4.5,93.0,8.5,71.0,69100.0,181.0,1.4,115.0,9.4,62.0,69100.0,629.0,2.2,39.0,14.3,47.0,69100.0,665.0,1.7,353.0,15.5,44.0,68900.0,372.0,2.6,16.0,17.5,39.0,68700.0,46.0,2.4,322.0,14.9,50.0,68900.0,0.0,1.2,132.0,12.6,62.0,69200.0,0,0.5664294304281781
1846.0,0.0,0.9,243.0,11.3,71.0,68900.0,0.0,9.6,265.0,8.7,63.0,69200.0,49.0,10.0,272.0,8.2,54.0,69500.0,309.0,10.3,276.0,9.7,46.0,69600.0,551.0,8.8,285.0,13.8,36.0,69400.0,377.0,8.4,289.0,14.3,35.0,69200.0,72.0,7.2,300.0,15.2,29.0,69100.0,0.0,6.2,292.0,11.6,44.0,69400.0,0,1.0
1847.0,0.0,9.4,261.0,9.9,47.0,69600.0,0.0,9.4,269.0,8.3,56.0,69600.0,156.0,8.5,262.0,8.6,51.0,69800.0,613.0,8.9,286.0,11.0,44.0,69900.0,751.0,7.7,272.0,11.8,40.0,69700.0,460.0,8.2,272.0,13.3,34.0,69600.0,63.0,3.8,230.0,11.9,41.0,69500.0,0.0,2.7,239.0,9.9,55.0,69700.0,0,1.0
